10,-17.44267645107147
9,-15.655907122351952
8,-14.965967326955687
11,-12.72137760510345
8,-21.21943748891478
9,-22.99289812032916
9,-15.124777708449377
12,-12.294376493181929
7,-15.832969880573257
11,-19.148765824063737
11,-17.128253409805684
10,-22.401299055771318
9,-14.304228517663049
10,-12.923861894959868
10,-15.235664260195495
11,-12.814978640854005
10,-13.202473556709903
10,-14.451584619210644
11,-14.608432105091534
7,-16.474744281572963
7,-22.78457695560932
9,-14.353455311362572
8,-15.61698321341982
6,-17.989841468245995
8,-29.010278421994443
8,-14.44734062935637
8,-15.361340733063372
7,-17.389636006702997
8,-14.91789475253168
8,-18.04538557673974
6,-18.231375790561955
8,-16.22373102406848
8,-19.880361704586214
4,-30.7719150916887
